fold,method,vendor,biomarker,mean_deviation,r_pre_post,n
Siemens,CovBat,Philips,MTsat,-0.02725075380596831,0.9990693262271846,33
Siemens,CovBat,Philips,FA,-0.001211191194275707,0.9262969833858222,33
Siemens,CovBat,Philips,MD,3.993973071291391e-06,0.9687920709768361,33
Siemens,CovBat,Philips,AD,2.9306143728758706e-06,0.8476135406966737,33
Siemens,CovBat,Philips,RD,4.405527502167675e-06,0.9961863883219291,33
Siemens,CovBat,Siemens,T2w_CSA,0.0890793612623213,0.9874181785630428,130
Siemens,CovBat,Siemens,GM_CSA_mm2,0.018200690531365638,0.9650538397563274,130
Siemens,CovBat,Siemens,MTR,-0.18827100842178623,0.5523647606914528,130
Siemens,CovBat,Siemens,MTsat,0.0061171539722968404,0.9670820319955675,130
Siemens,CovBat,Siemens,FA,0.0009296052999541171,0.953917431977601,130
Siemens,CovBat,Siemens,MD,-1.1396623724203034e-06,0.9868045570128432,130
Siemens,CovBat,Siemens,AD,5.390502141324697e-07,0.8770730842003596,130
Siemens,CovBat,Siemens,RD,-1.8773192641966321e-06,0.9968424527913017,130
Siemens,RELIEF,GE,T2w_CSA,-1.8590477589626744,0.993290624664151,25
Siemens,RELIEF,GE,GM_CSA_mm2,-0.7994928578924068,0.9783871510096855,25
Siemens,RELIEF,GE,MTR,-0.09470292356438392,0.9837398987133927,25
Siemens,RELIEF,GE,MTsat,0.7620794262197643,0.9992849250322033,25
Siemens,RELIEF,GE,FA,0.04682562524106926,0.8701694493576727,25
Siemens,RELIEF,GE,MD,-0.00017995114796987553,0.9771438615074979,25
Siemens,RELIEF,GE,AD,-0.0002253915980261641,0.937306770758683,25
Siemens,RELIEF,GE,RD,-0.00015591237788617485,0.9974619483361435,25
Siemens,RELIEF,Philips,T2w_CSA,-2.296194813700808,0.9930335850342181,33
Siemens,RELIEF,Philips,GM_CSA_mm2,-0.8578699915992036,0.9828739622890232,33
Siemens,RELIEF,Philips,MTR,-1.2820767532472814,0.963041926520579,33
Siemens,RELIEF,Philips,MTsat,0.7166730826222434,0.9997091432521851,33
Siemens,RELIEF,Philips,FA,0.050008197993857584,0.9284592782998303,33
Siemens,RELIEF,Philips,MD,-0.00017809032585854316,0.9702395015548597,33
Siemens,RELIEF,Philips,AD,-0.00021649738245990658,0.8486835351101426,33
Siemens,RELIEF,Philips,RD,-0.00015729661965528717,0.996728316430073,33
Siemens,RELIEF,Siemens,T2w_CSA,0.940389406355365,0.9962472148951849,130
Siemens,RELIEF,Siemens,GM_CSA_mm2,0.3715156243852622,0.9792321173669588,130
Siemens,RELIEF,Siemens,MTR,0.34366235343284757,0.8861194749020106,130
Siemens,RELIEF,Siemens,MTsat,-0.3284784414002164,0.9990668219644131,130
Siemens,RELIEF,Siemens,FA,-0.021699316652492584,0.9560756314618902,130
Siemens,RELIEF,Siemens,MD,7.98135342506064e-05,0.9907457706077301,130
Siemens,RELIEF,Siemens,AD,9.830156593716201e-05,0.8761762029175639,130
Siemens,RELIEF,Siemens,RD,6.991229150599089e-05,0.9986728485223724,130
Siemens,LME,GE,T2w_CSA,-2.3607551269506075,0.9999999999999998,25
Siemens,LME,GE,GM_CSA_mm2,-0.7093465719594381,0.9999999999999998,25
Siemens,LME,GE,MTR,-1.4020257649851544,1.0,25
Siemens,LME,GE,MTsat,0.7411007215197705,0.9999999999999999,25
Siemens,LME,GE,FA,0.03078378336096388,1.0,25
Siemens,LME,GE,MD,-0.00020328923705195342,1.0,25
Siemens,LME,GE,AD,-0.0002776255933501094,1.0,25
Siemens,LME,GE,RD,-0.00016878541049936016,1.0,25
Siemens,LME,Philips,T2w_CSA,-2.4962827327757253,1.0,33
Siemens,LME,Philips,GM_CSA_mm2,-0.7329100438089391,1.0,33
Siemens,LME,Philips,MTR,-1.7322962099564592,0.9999999999999998,33
Siemens,LME,Philips,MTsat,0.7489274606083827,1.0,33
Siemens,LME,Philips,FA,0.03331642610695995,1.0,33
Siemens,LME,Philips,MD,-0.00020208843484219926,1.0,33
Siemens,LME,Philips,AD,-0.00027483468211442815,0.9999999999999999,33
Siemens,LME,Philips,RD,-0.00016326845231320365,0.9999999999999999,33
Siemens,LME,Siemens,T2w_CSA,1.0876631411951223,0.9999999999999999,130
Siemens,LME,Siemens,GM_CSA_mm2,0.32245919803600565,1.0,130
Siemens,LME,Siemens,MTR,0.7093570696399283,1.0,130
Siemens,LME,Siemens,MTsat,-0.332631724908238,0.9999999999999998,130
Siemens,LME,Siemens,FA,-0.014377204965798529,0.9999999999999996,130
Siemens,LME,Siemens,MD,9.039345596993371e-05,1.0,130
Siemens,LME,Siemens,AD,0.0001231552641809911,1.0,130
Siemens,LME,Siemens,RD,7.390380145245947e-05,0.9999999999999997,130
