subject,site,vendor,field_strength,SC_CSA_t2w,SC_CSA_std_t2w,SC_CSA_min_t2w,SC_CSA_max_t2w,n_slices_t2w,n_vert_levels
sub-pavia01,pavia,Siemens,3T,70.63080446109952,,70.63080446109952,70.63080446109952,1,1
sub-pavia02,pavia,Siemens,3T,69.2509496216645,,69.2509496216645,69.2509496216645,1,1
sub-pavia03,pavia,Siemens,3T,75.06624249489312,,75.06624249489312,75.06624249489312,1,1
sub-pavia04,pavia,Siemens,3T,56.65200761442844,,56.65200761442844,56.65200761442844,1,1
sub-pavia05,pavia,Siemens,3T,65.52162447513494,,65.52162447513494,65.52162447513494,1,1
sub-pavia06,pavia,Siemens,3T,80.94722986590244,,80.94722986590244,80.94722986590244,1,1
sub-perform01,perform,Siemens,3T,70.53501567711342,,70.53501567711342,70.53501567711342,1,1
sub-perform02,perform,Siemens,3T,66.22451234043419,,66.22451234043419,66.22451234043419,1,1
sub-perform03,perform,Siemens,3T,73.28996923872587,,73.28996923872587,73.28996923872587,1,1
sub-perform04,perform,Siemens,3T,74.93639025793819,,74.93639025793819,74.93639025793819,1,1
sub-perform05,perform,Siemens,3T,65.17270158009782,,65.17270158009782,65.17270158009782,1,1
sub-perform06,perform,Siemens,3T,67.21562708061774,,67.21562708061774,67.21562708061774,1,1
sub-queensland01,queensland,Siemens,3T,89.34804736067677,,89.34804736067677,89.34804736067677,1,1
sub-queensland02,queensland,Siemens,3T,68.40103709880746,,68.40103709880746,68.40103709880746,1,1
sub-queensland03,queensland,Siemens,3T,84.82228564852684,,84.82228564852684,84.82228564852684,1,1
sub-queensland04,queensland,Siemens,3T,67.28310866012673,,67.28310866012673,67.28310866012673,1,1
sub-queensland05,queensland,Siemens,3T,80.95675680156546,,80.95675680156546,80.95675680156546,1,1
sub-queensland06,queensland,Siemens,3T,82.02922760151556,,82.02922760151556,82.02922760151556,1,1
sub-sherbrooke01,sherbrooke,Siemens,3T,79.12916534991784,,79.12916534991784,79.12916534991784,1,1
sub-sherbrooke02,sherbrooke,Siemens,3T,69.16231244796941,,69.16231244796941,69.16231244796941,1,1
sub-sherbrooke03,sherbrooke,Siemens,3T,77.69122783636146,,77.69122783636146,77.69122783636146,1,1
sub-sherbrooke04,sherbrooke,Siemens,3T,64.93481903166068,,64.93481903166068,64.93481903166068,1,1
sub-sherbrooke05,sherbrooke,Siemens,3T,72.182704491672,,72.182704491672,72.182704491672,1,1
sub-sherbrooke06,sherbrooke,Siemens,3T,78.0379478785908,,78.0379478785908,78.0379478785908,1,1
sub-stanford01,stanford,Siemens,3T,85.28317263479093,,85.28317263479093,85.28317263479093,1,1
sub-stanford02,stanford,Siemens,3T,72.39330036312127,,72.39330036312127,72.39330036312127,1,1
sub-stanford03,stanford,Siemens,3T,74.48123740685011,,74.48123740685011,74.48123740685011,1,1
sub-stanford04,stanford,Siemens,3T,70.94261850332553,,70.94261850332553,70.94261850332553,1,1
sub-stanford05,stanford,Siemens,3T,74.25266934057872,,74.25266934057872,74.25266934057872,1,1
sub-stanford06,stanford,Siemens,3T,66.26296103029246,,66.26296103029246,66.26296103029246,1,1
sub-strasbourg01,strasbourg,Siemens,3T,70.00675771703308,,70.00675771703308,70.00675771703308,1,1
sub-strasbourg02,strasbourg,Siemens,3T,75.9686150962334,,75.9686150962334,75.9686150962334,1,1
sub-strasbourg03,strasbourg,Siemens,3T,72.60498748916193,,72.60498748916193,72.60498748916193,1,1
sub-strasbourg04,strasbourg,Siemens,3T,64.61947409787825,,64.61947409787825,64.61947409787825,1,1
sub-strasbourg05,strasbourg,Siemens,3T,69.74708566716365,,69.74708566716365,69.74708566716365,1,1
sub-strasbourg06,strasbourg,Siemens,3T,64.39875263962817,,64.39875263962817,64.39875263962817,1,1
sub-tehranS01,tehranS,Siemens,1.5T,74.01211043605912,,74.01211043605912,74.01211043605912,1,1
sub-tehranS02,tehranS,Siemens,1.5T,88.5372872466199,,88.5372872466199,88.5372872466199,1,1
sub-tehranS03,tehranS,Siemens,1.5T,71.57733709890354,,71.57733709890354,71.57733709890354,1,1
sub-tehranS04,tehranS,Siemens,1.5T,73.97095358175139,,73.97095358175139,73.97095358175139,1,1
sub-tehranS05,tehranS,Siemens,1.5T,69.97896379609244,,69.97896379609244,69.97896379609244,1,1
sub-tehranS06,tehranS,Siemens,1.5T,64.2665831184527,,64.2665831184527,64.2665831184527,1,1
sub-tokyo750w01,tokyo750w,GE,3T,81.69889482318767,,81.69889482318767,81.69889482318767,1,1
sub-tokyo750w02,tokyo750w,GE,3T,66.70138692501916,,66.70138692501916,66.70138692501916,1,1
sub-tokyo750w03,tokyo750w,GE,3T,70.9731641039682,,70.9731641039682,70.9731641039682,1,1
sub-tokyo750w04,tokyo750w,GE,3T,61.82468849489219,,61.82468849489219,61.82468849489219,1,1
sub-tokyo750w05,tokyo750w,GE,3T,61.18284590471082,,61.18284590471082,61.18284590471082,1,1
sub-tokyo750w06,tokyo750w,GE,3T,63.84319526207194,,63.84319526207194,63.84319526207194,1,1
sub-tokyo750w07,tokyo750w,GE,3T,65.52906872148871,,65.52906872148871,65.52906872148871,1,1
sub-tokyoIngenia01,tokyoIngenia,Philips,3T,81.13519261299908,,81.13519261299908,81.13519261299908,1,1
sub-tokyoIngenia02,tokyoIngenia,Philips,3T,66.21840469917468,,66.21840469917468,66.21840469917468,1,1
sub-tokyoIngenia03,tokyoIngenia,Philips,3T,67.880991901603,,67.880991901603,67.880991901603,1,1
sub-tokyoIngenia04,tokyoIngenia,Philips,3T,62.57050256264307,,62.57050256264307,62.57050256264307,1,1
sub-tokyoIngenia05,tokyoIngenia,Philips,3T,60.496871199846034,,60.496871199846034,60.496871199846034,1,1
sub-tokyoIngenia06,tokyoIngenia,Philips,3T,64.50316558140463,,64.50316558140463,64.50316558140463,1,1
sub-tokyoIngenia07,tokyoIngenia,Philips,3T,63.330967814299015,,63.330967814299015,63.330967814299015,1,1
sub-tokyoSkyra01,tokyoSkyra,Siemens,3T,81.08105001967063,,81.08105001967063,81.08105001967063,1,1
sub-tokyoSkyra02,tokyoSkyra,Siemens,3T,65.75262001788859,,65.75262001788859,65.75262001788859,1,1
sub-tokyoSkyra03,tokyoSkyra,Siemens,3T,65.3631592040861,,65.3631592040861,65.3631592040861,1,1
sub-tokyoSkyra04,tokyoSkyra,Siemens,3T,63.50854813600052,,63.50854813600052,63.50854813600052,1,1
sub-tokyoSkyra05,tokyoSkyra,Siemens,3T,60.367952927261406,,60.367952927261406,60.367952927261406,1,1
sub-tokyoSkyra06,tokyoSkyra,Siemens,3T,62.3850050378343,,62.3850050378343,62.3850050378343,1,1
sub-tokyoSkyra07,tokyoSkyra,Siemens,3T,65.03735309958658,,65.03735309958658,65.03735309958658,1,1
sub-ubc01,ubc,GE,3T,77.4429271289011,,77.4429271289011,77.4429271289011,1,1
sub-ubc02,ubc,GE,3T,68.54845425907898,,68.54845425907898,68.54845425907898,1,1
sub-ubc03,ubc,GE,3T,70.42411837158848,,70.42411837158848,70.42411837158848,1,1
sub-ubc04,ubc,GE,3T,65.80469941125892,,65.80469941125892,65.80469941125892,1,1
sub-ubc05,ubc,GE,3T,77.4379601938205,,77.4379601938205,77.4379601938205,1,1
sub-ubc06,ubc,GE,3T,65.50791911425068,,65.50791911425068,65.50791911425068,1,1
sub-ucdavis01,ucdavis,Siemens,3T,81.76651828672648,,81.76651828672648,81.76651828672648,1,1
sub-ucdavis02,ucdavis,Siemens,3T,75.53108603755226,,75.53108603755226,75.53108603755226,1,1
sub-ucdavis03,ucdavis,Siemens,3T,92.20400109471215,,92.20400109471215,92.20400109471215,1,1
sub-ucdavis04,ucdavis,Siemens,3T,67.070097638165,,67.070097638165,67.070097638165,1,1
sub-ucdavis05,ucdavis,Siemens,3T,68.81828758516554,,68.81828758516554,68.81828758516554,1,1
sub-ucdavis06,ucdavis,Siemens,3T,73.37297825834061,,73.37297825834061,73.37297825834061,1,1
sub-ucdavis07,ucdavis,Siemens,3T,77.92076636953594,,77.92076636953594,77.92076636953594,1,1
sub-ucl01,ucl,Siemens,3T,67.03523419944774,,67.03523419944774,67.03523419944774,1,1
sub-ucl02,ucl,Siemens,3T,81.16398480720765,,81.16398480720765,81.16398480720765,1,1
sub-ucl03,ucl,Siemens,3T,69.42815891461704,,69.42815891461704,69.42815891461704,1,1
sub-ucl04,ucl,Siemens,3T,65.93686286719394,,65.93686286719394,65.93686286719394,1,1
sub-ucl05,ucl,Siemens,3T,81.50199330695169,,81.50199330695169,81.50199330695169,1,1
sub-ucl06,ucl,Siemens,3T,64.84605546927278,,64.84605546927278,64.84605546927278,1,1
sub-unf01,unf,Siemens,3T,82.8856446362393,,82.8856446362393,82.8856446362393,1,1
sub-unf02,unf,Siemens,3T,69.97726689279932,,69.97726689279932,69.97726689279932,1,1
sub-unf03,unf,Siemens,3T,61.03191935402709,,61.03191935402709,61.03191935402709,1,1
sub-unf04,unf,Siemens,3T,79.47333267422808,,79.47333267422808,79.47333267422808,1,1
sub-unf05,unf,Siemens,3T,69.37976627940226,,69.37976627940226,69.37976627940226,1,1
sub-unf06,unf,Siemens,3T,76.3742661847474,,76.3742661847474,76.3742661847474,1,1
sub-unf07,unf,Siemens,3T,79.34103564981991,,79.34103564981991,79.34103564981991,1,1
sub-vallHebron01,vallHebron,Siemens,3T,75.26288845972579,,75.26288845972579,75.26288845972579,1,1
sub-vallHebron02,vallHebron,Siemens,3T,66.91888228127848,,66.91888228127848,66.91888228127848,1,1
sub-vallHebron03,vallHebron,Siemens,3T,61.90385884946536,,61.90385884946536,61.90385884946536,1,1
sub-vallHebron05,vallHebron,Siemens,3T,85.64959496219247,,85.64959496219247,85.64959496219247,1,1
sub-vallHebron06,vallHebron,Siemens,3T,68.36871432858304,,68.36871432858304,68.36871432858304,1,1
sub-vallHebron07,vallHebron,Siemens,3T,77.33733814102989,,77.33733814102989,77.33733814102989,1,1
sub-vuiisAchieva01,vuiisAchieva,Philips,3T,76.69978491242718,,76.69978491242718,76.69978491242718,1,1
sub-vuiisAchieva02,vuiisAchieva,Philips,3T,80.39916905830223,,80.39916905830223,80.39916905830223,1,1
sub-vuiisAchieva03,vuiisAchieva,Philips,3T,74.62309925343438,,74.62309925343438,74.62309925343438,1,1
sub-vuiisAchieva04,vuiisAchieva,Philips,3T,72.11374931603427,,72.11374931603427,72.11374931603427,1,1
sub-vuiisAchieva05,vuiisAchieva,Philips,3T,71.56428330451439,,71.56428330451439,71.56428330451439,1,1
sub-vuiisAchieva06,vuiisAchieva,Philips,3T,69.96382259816329,,69.96382259816329,69.96382259816329,1,1
sub-vuiisIngenia01,vuiisIngenia,Philips,3T,79.71120082272057,,79.71120082272057,79.71120082272057,1,1
sub-vuiisIngenia02,vuiisIngenia,Philips,3T,73.2599548940003,,73.2599548940003,73.2599548940003,1,1
sub-vuiisIngenia03,vuiisIngenia,Philips,3T,66.83951939190821,,66.83951939190821,66.83951939190821,1,1
sub-vuiisIngenia04,vuiisIngenia,Philips,3T,66.85316595000562,,66.85316595000562,66.85316595000562,1,1
sub-vuiisIngenia05,vuiisIngenia,Philips,3T,82.12409192486068,,82.12409192486068,82.12409192486068,1,1
sub-vuiisIngenia06,vuiisIngenia,Philips,3T,79.64219031133499,,79.64219031133499,79.64219031133499,1,1
